index,City,Latitude,Longitude,Temperature
0,Abidjan,5.3599517,-4.0082563,26.466150595628417
1,Abilene,32.4487364,-99.73314390000002,17.903916232240437
2,Abu Dhabi,24.453884,54.3773438,28.766545245901643
3,Addis Ababa,8.9806034,38.7577605,10.156344860655738
4,Akron Canton,40.9153779,-81.4418833,11.070624049315068
5,Albany,42.6525793,-73.7562317,9.96133941369863
6,Albuquerque,35.0843859,-106.650422,14.614459652054796
7,Algiers,36.753768,3.0587561,17.804341226775957
8,Allentown,40.6022939,-75.4714098,11.755707769863013
9,Almaty,43.2220146,76.8512485,11.383424396174863
10,Amarillo,35.2219971,-101.8312969,14.454794515068494
11,Amman,31.9539494,35.910635,17.971918639344263
12,Amsterdam,52.3666969,4.8945398,10.579234956284154
13,Anchorage,61.2180556,-149.9002778,4.534246569863014
14,Ankara,39.9333635,32.8597419,10.667729213114754
15,Antananarivo,-18.8791902,47.5079055,18.508803898907104
16,Ashabad,37.9600766,58.32606289999999,17.86596844535519
17,Asheville,35.5950581,-82.5514869,14.16666666849315
18,Atlanta,33.7489954,-84.3879824,17.874885852054796
19,Atlantic City,39.3642834,-74.4229266,13.205479452054798
20,Auckland,-36.8484597,174.7633315,14.939283571038251
21,Austin,30.267153,-97.7430608,19.697716906849312
22,Baltimore,39.2903848,-76.6121893,13.471232871232875
23,Bangui,4.3946735,18.5581899,22.91196112295082
24,Banjul,13.4548761,-16.5790323,25.230722508196724
25,Barcelona,41.3850639,2.1734035,16.552823303278693
26,Beijing,39.90419989999999,116.4073963,12.898603521857924
27,Beirut,33.8937913,35.5017767,21.137674562841532
28,Belfast,54.59728500000001,-5.93012,9.738463877049181
29,Belgrade,44.786568,20.4489216,12.919095336065572
30,Belize City,17.5045661,-88.1962133,27.044626617486337
31,Bern,46.9479739,7.4474468,9.527626027322404
32,Bilbao,43.2630126,-2.9349852,15.033394049180327
33,Billings,45.7832856,-108.5006904,10.252511430136988
34,Birmingham,33.5185892,-86.8103567,17.990563153424656
35,Bishkek,42.8746212,74.5697617,12.18108681147541
36,Bismarck,46.8083268,-100.7837392,7.666057821917808
37,Bissau,11.8632196,-15.5843227,22.054493002732237
38,Bogota,4.710988599999999,-74.072092,13.678354581967215
39,Boise,43.6150186,-116.2023137,13.012176553424657
40,Bombay (Mumbai),19.0759837,72.8776559,28.120370374316938
41,Bordeaux,44.837789,-0.57918,13.462052210382513
42,Boston,42.3600825,-71.0588801,10.823135465753426
43,Brasilia,-15.826691,-47.92182039999999,21.283545827868853
44,Bratislava,48.1485965,17.1077478,11.565421969945355
45,Brazzaville,-4.2633597,15.2428853,25.11050393715847
46,Bridgeport,41.1792258,-73.1894384,11.690563134246576
47,Bridgetown,45.5051064,-122.6750261,26.914996972677592
48,Brisbane,-27.4697707,153.0251235,19.992410439890712
49,Brownsville,25.9017472,-97.4974838,23.196347041095887
50,Brussels,50.8503396,4.3517103,10.611870090163935
51,Bucharest,44.4267674,26.1025384,12.051001844262297
52,Budapest,47.497912,19.040235,11.537947775956287
53,Buenos Aires,-34.6036844,-58.3815591,17.18655129781421
54,Buffalo,42.88644679999999,-78.8783689,9.32694065479452
55,Burlington,36.0624198,-95.88890219999999,8.681278515068492
56,Cairo,30.0444196,31.2357116,22.09987857377049
57,Calcutta,22.572646,88.36389500000001,26.430327877049184
58,Canberra,-35.2809368,149.1300092,12.804948396174865
59,Capetown,-33.9248685,18.4240553,16.44748025136612
60,Caracas,10.4805937,-66.90360629999999,26.6568002431694
61,Caribou,36.1910923,-95.88973539999999,4.767884309589042
62,Casper,39.04117859999999,-94.5911521,8.605783879452053
63,Charleston,32.7764749,-79.93105120000001,15.781886815263947
64,Charlotte,35.2270869,-80.8431267,17.055098953424658
65,Chattanooga,35.0456297,-85.3096801,16.775799115068494
66,Chengdu,30.572815,104.066801,18.107923513661202
67,Chennai (Madras),13.0826802,80.2707184,28.387219166666664
68,Cheyenne,41.1399814,-104.8202462,9.028462709589041
69,Chicago,41.8781136,-87.6297982,10.242465761643835
70,Cincinnati,39.1031182,-84.5120196,12.956620983561645
71,Cleveland,41.49932,-81.6943605,10.742770180821918
72,Colombo,6.9270786,79.861243,27.00850033606557
73,Colorado Springs,38.8338816,-104.8213634,10.578234391780823
74,Columbia,34.0007104,-81.0348144,18.969101986301368
75,Columbus,39.9611755,-82.99879419999999,11.952418209169638
76,Conakry,9.641185499999999,-13.5784012,17.514571948087433
77,Concord,37.9779776,-122.0310733,8.094824956164384
78,Copenhagen,55.6760968,12.5683372,8.64966605737705
79,Corpus Christi,27.8005828,-97.39638099999999,22.008371383561645
80,Cotonou,6.3702928,2.3912362,26.98573164480874
81,Dakar,14.716677,-17.4676861,24.246205221311477
82,Dallas Ft Worth,32.7766642,-96.79698789999999,19.487366778082194
83,Damascus,33.5138073,36.2765279,17.194748032786887
84,Dar Es Salaam,-6.792354,39.2083284,25.221159672131147
85,Dayton,39.7589478,-84.1916069,11.974429210958903
86,Delhi,28.7040592,77.10249019999999,24.736187010928965
87,Denver,39.7392358,-104.990251,10.993455071232878
88,Des Moines,41.5868353,-93.6249593,11.940030443835616
89,Detroit,42.331427,-83.0457538,10.489345526027398
90,Dhahran,26.2361248,50.0393017,20.203248322404374
91,Doha,25.2854473,51.53103979999999,27.948846407103822
92,Dubai,25.2048493,55.2707828,29.26973283879781
93,Dublin,53.3498053,-6.2603097,9.117334554644808
94,Duluth,46.78667189999999,-92.1004852,6.009132413698629
95,Dusanbe,38.5597722,68.7870384,15.737704898907102
97,El Paso,31.7618778,-106.4850217,19.382039583561646
98,Elkins,36.0014682,-94.0082547,10.847031947945206
99,Erie,42.12922409999999,-80.085059,10.172754947945206
100,Eugene,44.0520691,-123.0867536,12.973515991780822
101,Evansville,37.9715592,-87.5710898,14.40776255068493
103,Fargo,46.8771863,-96.7898034,7.691171991780823
104,Flint,43.0125274,-83.6874562,10.217199410958905
105,Fort Smith,35.3859242,-94.39854749999999,16.888127873972604
106,Fort Wayne,41.079273,-85.1393513,10.424353112328768
107,Fresno,36.7377981,-119.7871247,19.112937589041096
108,Geneva,46.2043907,6.1431577,11.278384950819673
109,Goodland,29.673831,-95.5452176,11.59558601369863
110,Grand Junction,39.0638705,-108.5506486,11.818112635616437
111,Grand Rapids,42.9633599,-85.6680863,9.533942150684931
112,Great Falls,38.9987208,-77.2538699,8.59101978630137
113,Green Bay,44.5133188,-88.0132958,8.412328750684932
114,Greensboro,36.0726354,-79.7919754,15.837290704109591
116,Guangzhou,23.12911,113.264385,23.136915612021856
117,Guatemala City,14.6349149,-90.5068824,18.721007860655735
118,Guayaquil,-2.1894128,-79.8890662,26.399969663934424
119,Hanoi,21.0277644,105.8341598,23.752884051912567
120,Hartford Springfield,41.9413995,-72.6996932,10.758143071232876
121,Havana,23.1135925,-82.3665956,24.34335155737705
122,Helena,46.5891452,-112.0391057,9.057686452054794
123,Helsinki,60.16985569999999,24.9383791,6.741044333333333
124,Hong Kong,22.3193039,114.1693611,24.585458423497265
125,Honolulu,21.3069444,-157.8583333,25.642313550684936
126,Houston,29.7604267,-95.3698028,20.93911721369863
127,Huntsville,34.7303688,-86.5861037,17.649467252054794
128,Indianapolis,39.768403,-86.158068,12.079908663013697
129,Islamabad,33.6844202,73.04788479999999,21.316029128415302
130,Istanbul,41.0082376,28.9783589,15.77823312295082
131,Jackson,42.245869,-84.40134619999999,19.212328750684932
132,Jacksonville,30.3321838,-81.65565099999999,20.729832586301374
133,Jakarta,-6.2087634,106.845599,27.702792953551914
134,Juneau,58.3019444,-134.4197221,7.056316583561644
135,Kampala,0.3475964,32.5825197,21.59153006284153
136,Kansas City,39.0997265,-94.5785667,13.258447471232877
137,Karachi,24.8607343,67.0011364,26.518063172131146
138,Katmandu,27.7172453,85.3239605,17.598360647540982
139,Kiev,50.4501,30.5234,9.722222224043715
140,Knoxville,35.9606384,-83.9207392,15.66194823835616
141,Kuala Lumpur,3.139003,101.686855,27.636763825136608
142,Kuwait,29.31166,47.481766,26.202641142076498
143,La Paz,-16.489689,-68.11929359999999,7.404219792349726
144,Lagos,6.5243793,3.3792057,8.633576158469943
145,Lake Charles,30.2265949,-93.2173758,20.65281582191781
146,Lansing,42.732535,-84.5555347,9.358447487671233
147,Las Vegas,36.1699412,-115.1398296,22.258295276712328
148,Lexington,38.0405837,-84.5037164,13.474885824657534
149,Libreville,0.4161976,9.4672676,26.10928960655738
150,Lima,-12.0463731,-77.042754,20.898378204968946
151,Lincoln,40.813616,-96.7025955,12.041400287671232
152,Lisbon,38.7222524,-9.1393366,15.999544606557377
153,Little Rock,34.7464809,-92.28959479999999,17.614611863013696
154,Lome,6.1256261,1.2254183,27.055859153005468
155,London,51.5073509,-0.1277583,11.44793563114754
156,Los Angeles,34.0522342,-118.2436849,18.265144597260274
157,Louisville,38.2526647,-85.7584557,15.092998482191781
158,Lubbock,33.5778631,-101.8551665,16.00273975068493
159,Macon,32.8406946,-83.6324022,18.269710797260274
160,Madison,43.0730517,-89.4012302,9.31339422739726
161,Madrid,40.4167754,-3.7037902,15.408925325136613
162,Managua,12.1149926,-86.2361744,27.01624163661202
163,Manama,26.2235305,50.5875935,27.56830600546448
164,Manila,14.5995124,120.9842195,27.78901030874317
165,Maputo,-25.969248,32.5731746,23.174408010928957
166,Medford,42.3265152,-122.8755949,14.579452079452055
167,Melbourne,-37.8136276,144.9630576,18.2199453579235
168,Memphis,35.1495343,-90.0489801,17.784170473972605
169,Mexico City,19.4326077,-99.133208,16.82544018579235
170,Miami Beach,25.790654,-80.1300455,25.86179603561644
171,Midland Odessa,31.9391746,-102.2522487,18.176407901369863
172,Milan,45.4642035,9.189982,12.79037643169399
173,Milwaukee,43.0389025,-87.9064736,9.310045652054793
174,Minneapolis St. Paul,44.9374831,-93.20099979999999,9.301369841095891
175,Minsk,53.9006011,27.558972,8.58044930874317
176,Mobile,36.723521,-95.93437,19.930593638356164
177,Monterrey,25.6866142,-100.3161126,21.7434730136612
178,Montgomery,32.3792233,-86.3077368,19.583713852054792
179,Montvideo,48.4187907,-77.7764881,16.62082575956284
180,Moscow,55.755826,37.6172999,6.589404978142076
181,Munich,48.1351253,11.5819805,9.728767109589041
182,Muscat,23.5880307,58.3828717,20.805859158469946
183,Nairobi,-1.2920659,36.8219462,12.833788704918033
184,Nashville,36.1626638,-86.7816016,16.227853852054796
185,Nassau,25.0443312,-77.3503609,25.794019428961743
186,New Orleans,29.95106579999999,-90.0715323,21.8347032
187,New York City,40.7127753,-74.0059728,13.528006101369863
188,Newark,40.735657,-74.1723667,13.50608829041096
189,Niamey,13.5115963,2.1253854,29.392228311475414
190,Norfolk,36.8507689,-76.28587259999999,16.46560120547945
191,North Platte,41.1402759,-100.7601454,10.221308961643835
192,Nouakchott,18.0735299,-15.9582372,25.46357013114754
193,Oklahoma City,35.4675602,-97.5164276,16.351902578082193
194,Omaha,41.2565369,-95.9345034,11.940030463013699
195,Orlando,28.5383355,-81.3792365,23.46560124109589
196,Osaka,34.6937249,135.5022535,17.274893770491804
197,Oslo,59.9138688,10.7522454,5.743472959016393
198,Paducah,37.0833893,-88.6000478,14.90304416438356
199,Panama City,30.1588129,-85.6602058,26.6355495
200,Paramaribo,5.8520355,-55.2038278,25.86976319672131
201,Paris,48.856614,2.3522219,11.90831812021858
202,Peoria,40.6936488,-89.5889864,12.524353123287671
203,Perth,-31.9505269,115.8604572,18.522465092896176
204,Philadelphia,39.9525839,-75.1652215,14.297412473972603
205,Phoenix,33.4483771,-112.0740373,24.58980211780822
206,Pittsburgh,40.44062479999999,-79.9958864,11.580517526027396
207,Pocatello,42.8621042,-112.4506191,10.066818849315068
208,Port au Prince,18.594395,-72.3074326,23.224195502732243
209,Portland,45.5051064,-122.6750261,11.270906040825443
210,Prague,50.0755381,14.4378005,9.748178516393443
211,Pueblo,38.2544472,-104.6091409,12.533028904109589
212,Pyongyang,39.0392193,125.7625241,11.264875549180328
213,Quebec,52.9399159,-73.5491361,4.146174844262294
214,Rabat,33.9715904,-6.8498129,17.12037036612022
215,Raleigh Durham,35.8991678,-78.86364019999999,16.37671234520548
216,Rangoon,16.840939,96.173526,27.12522769672131
217,Rapid City,44.0805434,-103.2310149,9.125418580821918
218,Regina,50.4452112,-104.6188943,4.12204006830601
219,Reno,39.5296329,-119.8138027,13.687975652054797
220,Reykjavik,64.146582,-21.9426354,4.194444448087431
221,Rhode Island,41.5800945,-71.4774291,11.051293769863014
222,Richmond,37.5407246,-77.4360481,15.413546465753424
223,Riga,56.9496487,24.1051865,7.825591980874316
224,Rio de Janeiro,-22.9068467,-43.1728965,24.646630229508197
225,Riyadh,24.7135517,46.6752957,26.571948989071036
226,Roanoke,37.2709704,-79.9414266,14.392846257534247
227,Rochester,43.15657789999999,-77.6088465,9.656773219178081
228,Rockford,42.2711311,-89.0939952,10.074885860273973
229,Rome,41.9027835,12.4963655,15.873406163934428
230,Sacramento,38.5815719,-121.4943996,17.02480975890411
231,Salem,42.51954,-70.8967155,13.61902588219178
232,Salt Lake City,40.7607793,-111.8910474,13.446270936986302
233,San Angelo,31.4637723,-100.4370375,19.10380518082192
234,San Antonio,29.4241219,-98.49362819999999,21.119482506849316
235,San Diego,32.715738,-117.1610838,19.350684956164386
236,San Francisco,37.7749295,-122.4194155,15.135920863013698
237,San Jose,37.3382082,-121.8863286,22.695506972677595
238,Santo Domingo,18.4860575,-69.93121169999999,23.74195506284153
239,Sao Paulo,-23.5505199,-46.63330939999999,20.35336976229508
240,Sapporo,37.6803663,-97.2433286,7.884335131147541
241,Sault Ste Marie,46.49771150000001,-84.3475876,3.21811261369863
242,Savannah,32.0808989,-81.091203,19.811415528767125
243,Seattle,47.6062095,-122.3320708,12.941856947945205
244,Seoul,37.566535,126.9779692,12.4137826284153
245,Shanghai,31.230416,121.473701,17.201275081967214
246,Shenyang,41.805699,123.431472,8.684729800546448
247,Shreveport,32.5251516,-93.7501789,19.574124805479453
248,Singapore,1.352083,103.819836,27.76684883060109
249,Sioux City,42.4963416,-96.40494079999999,10.674733660273972
250,Sioux Falls,43.5473028,-96.728333,9.322983257534247
251,Skopje,41.9981294,21.4254355,12.482543999999999
252,Sofia,42.6977082,23.3218675,11.409684256830602
253,South Bend,41.6763545,-86.25198979999999,10.292998465753426
254,Spokane,47.6587802,-117.4260465,11.129375972602741
255,Springfield,37.2089572,-93.29229889999999,12.022641030157013
256,St Louis,38.6270025,-90.19940419999999,14.988736671232877
257,Stockholm,59.32932349999999,18.0685808,7.6539162349726775
258,Sydney,-33.8688197,151.2092955,14.288099568306011
259,Syracuse,43.0481221,-76.14742439999999,9.187975643835616
260,Taipei,25.0329694,121.5654177,23.128263508196717
261,Tallahassee,30.4382559,-84.28073289999999,21.594520542465755
262,Tampa St. Petersburg,27.7676008,-82.64029149999999,24.04231351780822
263,Tashkent,41.2994958,69.2400734,15.803430494535519
264,Tegucigalpa,14.065049,-87.1715002,22.313296901639347
265,Tirana,41.3275459,19.8186982,15.605646620218582
266,Tokyo,35.6803997,139.7690174,16.43169397814208
267,Toledo,41.6528052,-83.5378674,9.900456619178083
268,Topeka,39.0473451,-95.67515759999999,13.686453583561644
269,Tucson,32.2226066,-110.9747108,21.80669709589041
270,Tulsa,36.1539816,-95.99277500000001,16.622983263013694
271,Tunis,36.8064948,10.1815316,19.171372196721315
272,Tupelo,34.2576066,-88.7033859,17.18980215616438
274,Vienna,48.2081743,16.3738189,11.46645416393443
275,Vientiane,17.9757058,102.6331035,27.01199148907104
276,Waco,31.549333,-97.1466695,19.400913243835614
277,Warsaw,52.2296756,21.0122287,10.097905275956284
278,Washington,47.7510741,-120.7401385,14.629462328660436
279,Washington DC,38.9071923,-77.0368707,14.629462328660436
280,West Palm Beach,26.7153424,-80.0533746,25.321156769863013
