index,City,Latitude,Longitude,Temperature
0,Abidjan,5.3599517,-4.0082563,25.278691021917812
1,Abilene,32.4487364,-99.73314390000002,18.048706243835618
2,Abu Dhabi,24.453884,54.3773438,28.00121767671233
4,Akron Canton,40.9153779,-81.4418833,10.60304413150685
5,Albany,42.6525793,-73.7562317,10.012480980821918
6,Albuquerque,35.0843859,-106.650422,14.617351589041094
7,Algiers,36.753768,3.0587561,18.149923887671232
8,Allentown,40.6022939,-75.4714098,11.259969553424655
9,Almaty,43.2220146,76.8512485,9.97869105479452
10,Amarillo,35.2219971,-101.8312969,14.810958884931507
11,Amman,31.9539494,35.910635,18.416590575342465
12,Amsterdam,52.3666969,4.8945398,10.640791463013699
13,Anchorage,61.2180556,-149.9002778,3.043378969863014
14,Ankara,39.9333635,32.8597419,11.53942159452055
15,Antananarivo,-18.8791902,47.5079055,19.003652969863012
16,Ashabad,37.9600766,58.32606289999999,17.937442912328766
17,Asheville,35.5950581,-82.5514869,13.330289202739724
18,Athens,37.9838096,23.7275388,18.966971057534245
19,Atlanta,33.7489954,-84.3879824,16.742161345205474
20,Atlantic City,39.3642834,-74.4229266,11.896499257534247
21,Auckland,-36.8484597,174.7633315,14.955707753424656
22,Austin,30.267153,-97.7430608,19.283561643835615
23,Baltimore,39.2903848,-76.6121893,13.422831046575343
24,Bangkok,13.7563309,100.5017651,28.13820393972603
25,Bangui,4.3946735,18.5581899,23.92404870958904
26,Banjul,13.4548761,-16.5790323,14.321308945205478
27,Barcelona,41.3850639,2.1734035,15.155251128767125
28,Baton Rouge,30.4514677,-91.18714659999999,19.239117210958902
29,Beijing,39.90419989999999,116.4073963,12.716590589041095
30,Beirut,33.8937913,35.5017767,21.628919320547944
31,Belfast,54.59728500000001,-5.93012,9.707305926027397
32,Belgrade,44.786568,20.4489216,12.154946758904108
33,Belize City,17.5045661,-88.1962133,26.922526641095892
34,Bern,46.9479739,7.4474468,9.828158268493151
35,Bilbao,43.2630126,-2.9349852,15.14337902191781
36,Billings,45.7832856,-108.5006904,9.487975654794521
37,Birmingham,33.5185892,-86.8103567,16.94398780273973
38,Bishkek,42.8746212,74.5697617,11.875038030136988
39,Bismarck,46.8083268,-100.7837392,6.98447489041096
41,Bogota,4.710988599999999,-74.072092,13.008980202739727
42,Boise,43.6150186,-116.2023137,11.624353117808221
43,Bombay (Mumbai),19.0759837,72.8776559,27.257229827397264
45,Bordeaux,44.837789,-0.57918,13.600152194520547
46,Boston,42.3600825,-71.0588801,11.349010679452054
47,Brasilia,-15.826691,-47.92182039999999,22.00898021917808
48,Bratislava,48.1485965,17.1077478,10.622222221917808
49,Brazzaville,-4.2633597,15.2428853,24.18097412328767
50,Bridgeport,41.1792258,-73.1894384,11.951445953424656
51,Bridgetown,45.5051064,-122.6750261,26.232420109589043
52,Brisbane,-27.4697707,153.0251235,20.005022827397262
53,Brownsville,25.9017472,-97.4974838,23.481278528767124
54,Brussels,50.8503396,4.3517103,10.881887369863012
55,Bucharest,44.4267674,26.1025384,11.65996957808219
56,Budapest,47.497912,19.040235,10.800152189041095
57,Buenos Aires,-34.6036844,-58.3815591,17.163926915068497
58,Buffalo,42.88644679999999,-78.8783689,10.144444460273972
60,Burlington,36.0624198,-95.88890219999999,8.822526646575342
61,Cairo,30.0444196,31.2357116,22.631811273972602
62,Calcutta,22.572646,88.36389500000001,26.056773213698634
63,Calgary,51.04473309999999,-114.0718831,5.2162861698630145
64,Canberra,-35.2809368,149.1300092,13.175342476712327
65,Capetown,-33.9248685,18.4240553,16.747031969863013
66,Caracas,10.4805937,-66.90360629999999,26.556468799999998
67,Caribou,36.1910923,-95.88973539999999,5.548401816438356
68,Casper,39.04117859999999,-94.5911521,8.47777778630137
69,Charleston,32.7764749,-79.93105120000001,15.881666282466696
70,Charlotte,35.2270869,-80.8431267,16.196651438356163
71,Chattanooga,35.0456297,-85.3096801,16.007458115068495
72,Chengdu,30.572815,104.066801,17.45266363287671
73,Chennai (Madras),13.0826802,80.2707184,28.451293794520552
74,Cheyenne,41.1399814,-104.8202462,8.555859936986302
75,Chicago,41.8781136,-87.6297982,10.725114156164384
76,Cincinnati,39.1031182,-84.5120196,12.730441394520549
77,Cleveland,41.49932,-81.6943605,11.087519030136987
78,Colombo,6.9270786,79.861243,26.43881275616439
79,Colorado Springs,38.8338816,-104.8213634,9.78630134520548
80,Columbia,34.0007104,-81.0348144,17.89771688493151
81,Columbus,39.9611755,-82.99879419999999,12.004967252968097
82,Conakry,9.641185499999999,-13.5784012,16.18371381917808
83,Concord,37.9779776,-122.0310733,8.546423112328766
84,Copenhagen,55.6760968,12.5683372,8.153576860273972
85,Corpus Christi,27.8005828,-97.39638099999999,21.98340942739726
86,Cotonou,6.3702928,2.3912362,26.974885852054793
87,Dakar,14.716677,-17.4676861,24.961339410958907
88,Dallas Ft Worth,32.7766642,-96.79698789999999,18.624353115068494
89,Damascus,33.5138073,36.2765279,18.2362252739726
91,Dayton,39.7589478,-84.1916069,11.80837138630137
