index,City,Latitude,Longitude,Temperature
0,Abidjan,5.3599517,-4.0082563,16.32541855068493
1,Abilene,32.4487364,-99.73314390000002,18.667732131506853
2,Abu Dhabi,24.453884,54.3773438,28.312328742465755
3,Addis Ababa,8.9806034,38.7577605,5.455707709589041
4,Akron Canton,40.9153779,-81.4418833,10.341704701369862
5,Albany,42.6525793,-73.7562317,9.718721457534246
6,Albuquerque,35.0843859,-106.650422,13.918873687671232
7,Algiers,36.753768,3.0587561,18.041400301369862
8,Allentown,40.6022939,-75.4714098,11.343226783561644
9,Almaty,43.2220146,76.8512485,9.687214608219179
10,Amarillo,35.2219971,-101.8312969,13.74063928493151
11,Amman,31.9539494,35.910635,18.05007609589041
12,Amsterdam,52.3666969,4.8945398,10.913241975342466
13,Anchorage,61.2180556,-149.9002778,1.3945205232876707
14,Ankara,39.9333635,32.8597419,10.633181153424657
15,Antananarivo,-18.8791902,47.5079055,14.162557065753425
16,Ashabad,37.9600766,58.32606289999999,17.754946734246577
17,Asheville,35.5950581,-82.5514869,13.238812772602738
18,Athens,37.9838096,23.7275388,19.034855405479455
19,Atlanta,33.7489954,-84.3879824,16.90517504657534
20,Atlantic City,39.3642834,-74.4229266,11.624657539726027
21,Auckland,-36.8484597,174.7633315,15.429071556164386
22,Austin,30.267153,-97.7430608,20.547488589041098
23,Baltimore,39.2903848,-76.6121893,13.251902567123288
24,Bangkok,13.7563309,100.5017651,27.3403348739726
25,Bangui,4.3946735,18.5581899,15.054946728767124
26,Banjul,13.4548761,-16.5790323,24.221156742465755
27,Barcelona,41.3850639,2.1734035,16.224809717808217
28,Baton Rouge,30.4514677,-91.18714659999999,19.757534238356165
29,Beijing,39.90419989999999,116.4073963,12.811111117808219
30,Beirut,33.8937913,35.5017767,21.165144572602742
31,Belfast,54.59728500000001,-5.93012,9.821308936986302
32,Belgrade,44.786568,20.4489216,11.899086769863013
33,Belize City,17.5045661,-88.1962133,25.20456619178082
34,Bern,46.9479739,7.4474468,7.409284621917808
35,Bilbao,43.2630126,-2.9349852,14.368645369863016
36,Billings,45.7832856,-108.5006904,9.619178060273972
37,Birmingham,33.5185892,-86.8103567,17.780821915068493
38,Bishkek,42.8746212,74.5697617,10.373363778082192
39,Bismarck,46.8083268,-100.7837392,6.99695586849315
41,Bogota,4.710988599999999,-74.072092,11.239878227397261
42,Boise,43.6150186,-116.2023137,11.279299857534246
43,Bombay (Mumbai),19.0759837,72.8776559,27.377168928767123
45,Bordeaux,44.837789,-0.57918,13.766210038356165
