index,City,Latitude,Longitude,Temperature
0,Abidjan,5.3599517,-4.0082563,22.351244666666666
1,Abilene,32.4487364,-99.73314390000002,17.350789303278688
2,Abu Dhabi,24.453884,54.3773438,28.35382513387978
4,Akron Canton,40.9153779,-81.4418833,9.73846386612022
5,Albany,42.6525793,-73.7562317,9.001517901639344
6,Albuquerque,35.0843859,-106.650422,14.031724336065572
7,Algiers,36.753768,3.0587561,17.826350928961748
8,Allentown,40.6022939,-75.4714098,11.061323592896176
9,Almaty,43.2220146,76.8512485,10.066029144808745
10,Amarillo,35.2219971,-101.8312969,13.845628407103824
11,Amman,31.9539494,35.910635,17.92197937431694
12,Amsterdam,52.3666969,4.8945398,10.710534303278688
13,Anchorage,61.2180556,-149.9002778,3.7973588032786876
14,Ankara,39.9333635,32.8597419,10.136460234972676
15,Antananarivo,-18.8791902,47.5079055,18.529902857923496
16,Ashabad,37.9600766,58.32606289999999,17.656193087431692
17,Asheville,35.5950581,-82.5514869,13.146478434426228
18,Athens,37.9838096,23.7275388,18.1416211147541
19,Atlanta,33.7489954,-84.3879824,16.875075885245902
20,Atlantic City,39.3642834,-74.4229266,12.312234355191258
21,Auckland,-36.8484597,174.7633315,14.748178519125684
22,Austin,30.267153,-97.7430608,19.816939915300548
23,Baltimore,39.2903848,-76.6121893,13.13099574590164
24,Bangkok,13.7563309,100.5017651,29.279295677595627
25,Bangui,4.3946735,18.5581899,23.578931385245898
26,Banjul,13.4548761,-16.5790323,17.684426204918033
27,Barcelona,41.3850639,2.1734035,17.152853666666665
28,Baton Rouge,30.4514677,-91.18714659999999,19.800546442622952
29,Beijing,39.90419989999999,116.4073963,13.101700032786887
30,Beirut,33.8937913,35.5017767,20.965543393442623
31,Belfast,54.59728500000001,-5.93012,9.657559210382514
32,Belgrade,44.786568,20.4489216,11.912416505464483
33,Belize City,17.5045661,-88.1962133,24.686703095628417
34,Bern,46.9479739,7.4474468,9.07468125956284
35,Bilbao,43.2630126,-2.9349852,15.645567710382513
36,Billings,45.7832856,-108.5006904,9.266089841530054
37,Birmingham,33.5185892,-86.8103567,17.33788705737705
38,Bishkek,42.8746212,74.5697617,12.342289030054646
39,Bismarck,46.8083268,-100.7837392,6.4576502732240435
41,Bogota,4.710988599999999,-74.072092,13.110048573770491
42,Boise,43.6150186,-116.2023137,11.697176683060109
43,Bombay (Mumbai),19.0759837,72.8776559,27.00151793442623
44,Bordeaux,44.837789,-0.57918,13.488008500000001
45,Boston,42.3600825,-71.0588801,10.291742571038252
46,Brasilia,-15.826691,-47.92182039999999,22.527322412568303
47,Bratislava,48.1485965,17.1077478,10.541438961748634
48,Brazzaville,-4.2633597,15.2428853,25.201730396174863
49,Bridgeport,41.1792258,-73.1894384,11.132361860655736
50,Bridgetown,45.5051064,-122.6750261,25.219338221311475
51,Brisbane,-27.4697707,153.0251235,20.342289021857923
52,Brownsville,25.9017472,-97.4974838,23.36080752459017
53,Brussels,50.8503396,4.3517103,10.905434092896174
54,Bucharest,44.4267674,26.1025384,11.065573800546447
55,Budapest,47.497912,19.040235,9.275956295081969
56,Buenos Aires,-34.6036844,-58.3815591,17.014420136612024
57,Buffalo,42.88644679999999,-78.8783689,8.819064972677596
59,Burlington,36.0624198,-95.88890219999999,7.254705516393443
60,Cairo,30.0444196,31.2357116,22.372343644808744
61,Calcutta,22.572646,88.36389500000001,26.882513655737704
62,Calgary,51.04473309999999,-114.0718831,4.923041909836065
63,Canberra,-35.2809368,149.1300092,13.800850043715847
64,Capetown,-33.9248685,18.4240553,17.04007286885246
65,Caracas,10.4805937,-66.90360629999999,27.48937464480875
66,Caribou,36.1910923,-95.88973539999999,3.825895576502732
67,Casper,39.04117859999999,-94.5911521,7.933667275956283
68,Charleston,32.7764749,-79.93105120000001,15.858906689429679
69,Charlotte,35.2270869,-80.8431267,15.790983609289619
70,Chattanooga,35.0456297,-85.3096801,15.937765636612024
71,Chengdu,30.572815,104.066801,17.19064968032787
72,Chennai (Madras),13.0826802,80.2707184,28.08151185519126
73,Cheyenne,41.1399814,-104.8202462,8.480722513661203
74,Chicago,41.8781136,-87.6297982,10.24377656284153
75,Cincinnati,39.1031182,-84.5120196,12.267000617486339
76,Cleveland,41.49932,-81.6943605,10.349726773224043
77,Colombo,6.9270786,79.861243,27.242410409836065
78,Colorado Springs,38.8338816,-104.8213634,9.405737729508198
79,Columbia,34.0007104,-81.0348144,17.72207042076503
80,Columbus,39.9611755,-82.99879419999999,11.992745728170192
81,Conakry,9.641185499999999,-13.5784012,27.737704904371586
82,Concord,37.9779776,-122.0310733,8.17455980874317
83,Copenhagen,55.6760968,12.5683372,8.370522172131146
84,Corpus Christi,27.8005828,-97.39638099999999,22.289010319672133
85,Cotonou,6.3702928,2.3912362,27.37978143169399
86,Dakar,14.716677,-17.4676861,24.54128720765027
87,Dallas Ft Worth,32.7766642,-96.79698789999999,19.054037639344266
88,Damascus,33.5138073,36.2765279,17.425318759562845
89,Dar Es Salaam,-6.792354,39.2083284,17.174104401639344
90,Dayton,39.7589478,-84.1916069,11.051305418032786
91,Daytona Beach,29.2108147,-81.0228331,21.464329090163933
92,Delhi,28.7040592,77.10249019999999,25.154826975409836
93,Denver,39.7392358,-104.990251,10.048269581967213
94,Des Moines,41.5868353,-93.6249593,10.44398906284153
95,Detroit,42.331427,-83.0457538,10.04250149453552
96,Dhahran,26.2361248,50.0393017,26.81633274043716
98,Doha,25.2854473,51.53103979999999,28.174863379781417
99,Dubai,25.2048493,55.2707828,28.48497267759563
100,Dublin,53.3498053,-6.2603097,9.934426243169398
101,Duluth,46.78667189999999,-92.1004852,4.068457795081967
102,Dusanbe,38.5597722,68.7870384,16.200516057377047
103,Edmonton,53.5461245,-113.4938229,4.2911353852459015
104,El Paso,31.7618778,-106.4850217,18.110807513661204
105,Elkins,36.0014682,-94.0082547,10.55980569125683
106,Erie,42.12922409999999,-80.085059,9.702185775956284
107,Eugene,44.0520691,-123.0867536,11.883424360655738
108,Evansville,37.9715592,-87.5710898,13.765330904371584
110,Fargo,46.8771863,-96.7898034,5.585154814207651
111,Flagstaff,35.1982836,-111.651302,9.444444452961672
112,Flint,43.0125274,-83.6874562,8.97207044262295
113,Fort Smith,35.3859242,-94.39854749999999,16.51639343442623
114,Fort Wayne,41.079273,-85.1393513,10.14025499453552
116,Freetown,8.4656765,-13.2317225,21.933970866120216
117,Fresno,36.7377981,-119.7871247,18.168184595628414
118,Geneva,46.2043907,6.1431577,10.975865183060112
120,Goodland,29.673831,-95.5452176,10.996660592896175
121,Grand Junction,39.0638705,-108.5506486,11.44140861748634
122,Grand Rapids,42.9633599,-85.6680863,9.222525822404371
123,Great Falls,38.9987208,-77.2538699,7.460230734972677
124,Green Bay,44.5133188,-88.0132958,7.492106860655738
125,Greensboro,36.0726354,-79.7919754,15.120977546448088
127,Guangzhou,23.12911,113.264385,22.796296303278687
128,Guatemala City,14.6349149,-90.5068824,17.79568912295082
129,Guayaquil,-2.1894128,-79.8890662,18.233910109289617
130,Halifax,44.6475811,-63.5727683,6.086065581967214
132,Hamilton,37.9426096,-96.19513200000002,21.853673319672133
133,Hanoi,21.0277644,105.8341598,23.134790527322405
134,Harrisburg,40.2731911,-76.8867008,11.840012147540982
135,Hartford Springfield,41.9413995,-72.6996932,9.962659387978142
136,Havana,23.1135925,-82.3665956,22.972829382513662
137,Helena,46.5891452,-112.0391057,7.778688540983606
138,Helsinki,60.16985569999999,24.9383791,5.394808729508196
139,Hong Kong,22.3193039,114.1693611,24.073011524590164
140,Honolulu,21.3069444,-157.8583333,25.68791742896175
141,Houston,29.7604267,-95.3698028,21.04857318852459
142,Huntsville,34.7303688,-86.5861037,16.1416211147541
143,Indianapolis,39.768403,-86.158068,11.901639352459016
144,Islamabad,33.6844202,73.04788479999999,22.036581653005463
145,Istanbul,41.0082376,28.9783589,14.895719486338798
146,Jackson,32.2987573,-90.1848103,18.017000612021857
147,Jacksonville,30.3321838,-81.65565099999999,19.892531882513662
149,Juneau,58.3019444,-134.4197221,6.615057674863388
151,Kansas City,39.0997265,-94.5785667,12.729811803278688
152,Karachi,24.8607343,67.0011364,27.155282327868854
153,Katmandu,27.7172453,85.3239605,17.69884636612022
154,Kiev,50.4501,30.5234,8.674256213114754
155,Knoxville,35.9606384,-83.9207392,15.06693988797814
156,Kuala Lumpur,3.139003,101.686855,27.829234967213115
157,Kuwait,29.31166,47.481766,26.88433515573771
158,La Paz,-16.489689,-68.11929359999999,7.711596833333332
160,Lake Charles,30.2265949,-93.2173758,20.410898584699453
